id,name,city,state,price_per_night,hotel_type,rating,latitude,longitude,budget_category,nearby_area,popularity_score,tags,image_url
H169,Bhubaneswar Central Stay - Lingaraj Temple,Bhubaneswar,Odisha,2400,budget,4.1,20.3066,85.835,low,Lingaraj Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Lingaraj_Temple_%2C_Bhubaneswar.jpg/1920px-Lingaraj_Temple_%2C_Bhubaneswar.jpg
H170,Bhubaneswar Heritage Inn - Mukteshwar Temple,Bhubaneswar,Odisha,4100,standard,4.3,20.3116,85.83,moderate,Mukteshwar Temple,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/f/f0/Chauli_Ki_Jali%2C_Mukteshwar.jpg
H171,Bhubaneswar Grand Hotel - Udayagiri Khandagiri Caves,Bhubaneswar,Odisha,6600,premium,4.5,20.2886,85.837,high,Udayagiri Khandagiri Caves,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/7/72/Khandagari_and_Udaygiri_featured_image.jpg
H172,Puri Central Stay - Jagannath Temple,Puri,Odisha,2400,budget,4.1,19.824,85.8417,low,Jagannath Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/b/b7/Shri_Jagannath_temple.jpg
H173,Puri Heritage Inn - Puri Beach,Puri,Odisha,4100,standard,4.3,19.829,85.8367,moderate,Puri Beach,78,"wifi, ac, breakfast, room service, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/e/ee/Puri_Sea_Beach_viewed_from_the_light_house.jpg
H174,Puri Grand Hotel - Narendra Tank,Puri,Odisha,6600,premium,4.5,19.806,85.8437,high,Narendra Tank,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/5/5f/The_official_portrait_of_Shri_Narendra_Modi%2C_the_Prime_Minister_of_the_Republic_of_India.jpg
H175,Konark Central Stay - Konark Sun Temple,Konark,Odisha,2400,budget,4.1,19.8981,86.105,low,Konark Sun Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Konarka_Temple.jpg/1920px-Konarka_Temple.jpg
H176,Konark Heritage Inn - Chandrabhaga Beach,Konark,Odisha,4100,standard,4.3,19.9031,86.1,moderate,Chandrabhaga Beach,78,"wifi, ac, breakfast, room service, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Chandrabhaga_beach.jpg/3840px-Chandrabhaga_beach.jpg
H177,Konark Grand Hotel - ASI Museum Konark,Konark,Odisha,6600,premium,4.5,19.8801,86.107,high,ASI Museum Konark,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Konarka_Temple.jpg/1920px-Konarka_Temple.jpg
H178,Gangtok Central Stay - MG Marg,Gangtok,Sikkim,2400,budget,4.1,27.3494,88.617,low,MG Marg,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/M.G._Marg%2C_Gangtok_01.jpg/3840px-M.G._Marg%2C_Gangtok_01.jpg
H179,Gangtok Heritage Inn - Rumtek Monastery,Gangtok,Sikkim,4100,standard,4.3,27.3544,88.612,moderate,Rumtek Monastery,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Vikramjit-Kakati-Rumtek.jpg/500px-Vikramjit-Kakati-Rumtek.jpg
H180,Gangtok Grand Hotel - Tashi View Point,Gangtok,Sikkim,6600,premium,4.5,27.3314,88.619,high,Tashi View Point,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/6/6d/Changu_Lake%2C_Gangtok.jpg
H181,Shillong Central Stay - Shillong Peak,Shillong,Meghalaya,2400,budget,4.1,25.5893,91.9038,low,Shillong Peak,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Elephant_Falls_II%2C_Shillong.jpg/3840px-Elephant_Falls_II%2C_Shillong.jpg
H182,Shillong Heritage Inn - Umiam Lake,Shillong,Meghalaya,4100,standard,4.3,25.5943,91.8988,moderate,Umiam Lake,78,"wifi, ac, breakfast, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/6/6a/Umiam_Lake_-_by_Vikramjit_Kakati.png
H183,Shillong Grand Hotel - Elephant Falls,Shillong,Meghalaya,6600,premium,4.5,25.5713,91.9058,high,Elephant Falls,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/3/36/Elephant_Falls_Meghalaya.jpg
H184,Tawang Central Stay - Tawang Monastery,Tawang,Arunachal Pradesh,2400,budget,4.1,27.5971,91.8738,low,Tawang Monastery,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/2/2a/Tawang_Monastery_%28Tibetan_Buddhist%29.jpg
H185,Tawang Heritage Inn - Sela Pass Viewpoint,Tawang,Arunachal Pradesh,4100,standard,4.3,27.6021,91.8688,moderate,Sela Pass Viewpoint,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/India-locator-map-blank.svg/1920px-India-locator-map-blank.svg.png
H186,Tawang Grand Hotel - Madhuri Lake,Tawang,Arunachal Pradesh,6600,premium,4.5,27.5791,91.8758,high,Madhuri Lake,84,"wifi, pool, restaurant, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Sangestar_Tso_Lake.jpg/3840px-Sangestar_Tso_Lake.jpg
H187,Port Blair Central Stay - Cellular Jail,Port Blair,Andaman and Nicobar Islands,2400,budget,4.1,11.6739,92.737,low,Cellular Jail,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/f/fe/Front_View_of_Cellular_Jail%2C_Port_Blair.JPG
H188,Port Blair Heritage Inn - Corbyn's Cove Beach,Port Blair,Andaman and Nicobar Islands,4100,standard,4.3,11.6789,92.732,moderate,Corbyn's Cove Beach,78,"wifi, ac, breakfast, room service, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ross_Island_%28Netaji_Subhas_Bose_Island%29.jpg/3840px-Ross_Island_%28Netaji_Subhas_Bose_Island%29.jpg
H189,Port Blair Grand Hotel - Ross Island Ruins,Port Blair,Andaman and Nicobar Islands,6600,premium,4.5,11.6559,92.739,high,Ross Island Ruins,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ross_Island_%28Netaji_Subhas_Bose_Island%29.jpg/3840px-Ross_Island_%28Netaji_Subhas_Bose_Island%29.jpg
H190,Panaji Central Stay - Fontainhas Latin Quarter,Panaji,Goa,2400,budget,4.1,15.5014,73.8383,low,Fontainhas Latin Quarter,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/d/db/Road_along_Vasco-da-gama_residence_in_Fontainhas%2C_Panaji.jpg
H191,Panaji Heritage Inn - Our Lady of the Immaculate Conception Church,Panaji,Goa,4100,standard,4.3,15.5064,73.8333,moderate,Our Lady of the Immaculate Conception Church,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Panaji%2C_nostra_signora_dell%27immacolata_concezione%2C_esterno_04.jpg/3840px-Panaji%2C_nostra_signora_dell%27immacolata_concezione%2C_esterno_04.jpg
H192,Panaji Grand Hotel - Miramar Beach,Panaji,Goa,6600,premium,4.5,15.4834,73.8403,high,Miramar Beach,84,"wifi, pool, restaurant, room service, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Miramar_24022016.jpg/3840px-Miramar_24022016.jpg
H193,Tirupati Central Stay - Sri Venkateswara Temple,Tirupati,Andhra Pradesh,2400,budget,4.1,13.6393,79.4297,low,Sri Venkateswara Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/4/4e/Tirumala_090615.jpg
H194,Tirupati Heritage Inn - Akasa Ganga,Tirupati,Andhra Pradesh,4100,standard,4.3,13.6443,79.4247,moderate,Akasa Ganga,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Tirumala_090615.jpg/3840px-Tirumala_090615.jpg
H195,Tirupati Grand Hotel - Silathoranam,Tirupati,Andhra Pradesh,6600,premium,4.5,13.6213,79.4317,high,Silathoranam,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Tirumala_090615.jpg/3840px-Tirumala_090615.jpg
H196,Varkala Central Stay - Varkala Cliff,Varkala,Kerala,2400,budget,4.1,8.7484,76.7268,low,Varkala Cliff,72,"wifi, ac, breakfast, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/e/e0/Varkala_beach_from_above.jpg
H197,Varkala Heritage Inn - Papanasam Beach,Varkala,Kerala,4100,standard,4.3,8.7534,76.7218,moderate,Papanasam Beach,78,"wifi, ac, breakfast, room service, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Varkala_Beach%2C_Varkala%2C_Kerala.jpg/960px-Varkala_Beach%2C_Varkala%2C_Kerala.jpg
H198,Varkala Grand Hotel - Janardanaswamy Temple,Varkala,Kerala,6600,premium,4.5,8.7304,76.7288,high,Janardanaswamy Temple,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Janardhana_swamy_temple.jpg/1280px-Janardhana_swamy_temple.jpg
H199,Mahabalipuram Central Stay - Shore Temple,Mahabalipuram,Tamil Nadu,2400,budget,4.1,12.6374,80.2032,low,Shore Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Shore_Temple_-Mamallapuram_-Tamil_Nadu_-N-TN-C55.jpg/3840px-Shore_Temple_-Mamallapuram_-Tamil_Nadu_-N-TN-C55.jpg
H200,Mahabalipuram Heritage Inn - Five Rathas,Mahabalipuram,Tamil Nadu,4100,standard,4.3,12.6424,80.1982,moderate,Five Rathas,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Five_Rathas_at_Mahaballipuram%2CTamil_Nadu.jpg/1920px-Five_Rathas_at_Mahaballipuram%2CTamil_Nadu.jpg
H201,Mahabalipuram Grand Hotel - Arjuna's Penance,Mahabalipuram,Tamil Nadu,6600,premium,4.5,12.6194,80.2052,high,Arjuna's Penance,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Descent_of_the_Ganges_01.jpg/3840px-Descent_of_the_Ganges_01.jpg
H202,Mount Abu Central Stay - Nakki Lake,Mount Abu,Rajasthan,2400,budget,4.1,24.6031,72.7261,low,Nakki Lake,72,"wifi, ac, breakfast, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Nakki_Lake_during_daytime.JPG/3840px-Nakki_Lake_during_daytime.JPG
H203,Mount Abu Heritage Inn - Dilwara Temples,Mount Abu,Rajasthan,4100,standard,4.3,24.6081,72.7211,moderate,Dilwara Temples,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/8/81/Delwada.jpg
H204,Mount Abu Grand Hotel - Guru Shikhar,Mount Abu,Rajasthan,6600,premium,4.5,24.5851,72.7281,high,Guru Shikhar,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Arbuda_Mountains.JPG/1920px-Arbuda_Mountains.JPG
H205,Ajmer Central Stay - Ajmer Sharif Dargah,Ajmer,Rajasthan,2400,budget,4.1,26.4604,74.6504,low,Ajmer Sharif Dargah,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/6/6d/Dargah_of_Sufi_saint_Moinuddin_Chishti_Ajmer_India_%285%29.JPG
H206,Ajmer Heritage Inn - Ana Sagar Lake,Ajmer,Rajasthan,4100,standard,4.3,26.4654,74.6454,moderate,Ana Sagar Lake,78,"wifi, ac, breakfast, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/The_Anas%C4%81gar_Lake_1_PHOTOGRAPHED_BY_FATEH.RawKEy.jpg/500px-The_Anas%C4%81gar_Lake_1_PHOTOGRAPHED_BY_FATEH.RawKEy.jpg
H207,Ajmer Grand Hotel - Adhai Din Ka Jhonpra,Ajmer,Rajasthan,6600,premium,4.5,26.4424,74.6524,high,Adhai Din Ka Jhonpra,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/d/d3/Adhai_Din-ka-Jhonpra_Screen_wall_%286133975257%29.jpg
H208,Orchha Central Stay - Raja Mahal,Orchha,Madhya Pradesh,2400,budget,4.1,25.3615,78.6505,low,Raja Mahal,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Orchha_Fort_and_Bridge.jpg/960px-Orchha_Fort_and_Bridge.jpg
H209,Orchha Heritage Inn - Jahangir Mahal,Orchha,Madhya Pradesh,4100,standard,4.3,25.3665,78.6455,moderate,Jahangir Mahal,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Le_Jehangir_Mahal_%28Orchha%29_%288451914174%29.jpg/1280px-Le_Jehangir_Mahal_%28Orchha%29_%288451914174%29.jpg
H210,Orchha Grand Hotel - Chaturbhuj Temple,Orchha,Madhya Pradesh,6600,premium,4.5,25.3435,78.6525,high,Chaturbhuj Temple,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Chaturbhuj_Temple%2C_Orchha.jpg/3840px-Chaturbhuj_Temple%2C_Orchha.jpg
H211,McLeod Ganj Central Stay - Namgyal Monastery,McLeod Ganj,Himachal Pradesh,2400,budget,4.1,32.2531,76.3324,low,Namgyal Monastery,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/McLeod_Ganj_Dharamkot_Dharmsala_Himachal_Pradesh_India_April_2014.jpg/3840px-McLeod_Ganj_Dharamkot_Dharmsala_Himachal_Pradesh_India_April_2014.jpg
H212,McLeod Ganj Heritage Inn - Bhagsu Waterfall,McLeod Ganj,Himachal Pradesh,4100,standard,4.3,32.2581,76.3274,moderate,Bhagsu Waterfall,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/McLeod_Ganj_Dharamkot_Dharmsala_Himachal_Pradesh_India_April_2014.jpg/3840px-McLeod_Ganj_Dharamkot_Dharmsala_Himachal_Pradesh_India_April_2014.jpg
H213,McLeod Ganj Grand Hotel - Dalai Lama Temple Complex,McLeod Ganj,Himachal Pradesh,6600,premium,4.5,32.2351,76.3344,high,Dalai Lama Temple Complex,84,"wifi, pool, restaurant, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/b/be/Namgyal_Monastery_India_Himachal_Pradesh_Mc_Leod_Ganj.jpg
H214,Kanyakumari Central Stay - Vivekananda Rock Memorial,Kanyakumari,Tamil Nadu,2400,budget,4.1,8.0988,77.549,low,Vivekananda Rock Memorial,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/b/b6/RockMemorial.jpg
H215,Kanyakumari Heritage Inn - Thiruvalluvar Statue,Kanyakumari,Tamil Nadu,4100,standard,4.3,8.1038,77.544,moderate,Thiruvalluvar Statue,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/d/d7/Thiruvalluvar_Statue_at_Kanyakumari_02.jpg
H216,Kanyakumari Grand Hotel - Kanyakumari Beach,Kanyakumari,Tamil Nadu,6600,premium,4.5,8.0808,77.551,high,Kanyakumari Beach,84,"wifi, pool, restaurant, room service, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/KanniyakumariCollageMontage.jpg/1920px-KanniyakumariCollageMontage.jpg
H217,Ujjain Central Stay - Mahakaleshwar Temple,Ujjain,Madhya Pradesh,2400,budget,4.1,23.187,75.799,low,Mahakaleshwar Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Mahakaleshwar_Temple%2C_Ujjain.jpg/3840px-Mahakaleshwar_Temple%2C_Ujjain.jpg
H218,Ujjain Heritage Inn - Ram Ghat,Ujjain,Madhya Pradesh,4100,standard,4.3,23.192,75.794,moderate,Ram Ghat,78,"wifi, ac, breakfast, room service, parking, river views",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Mahakaleshwar_Temple%2C_Ujjain.jpg/3840px-Mahakaleshwar_Temple%2C_Ujjain.jpg
H219,Ujjain Grand Hotel - Kal Bhairav Temple,Ujjain,Madhya Pradesh,6600,premium,4.5,23.169,75.801,high,Kal Bhairav Temple,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Kal_Bhairav_temple_Ujjain.jpg/3840px-Kal_Bhairav_temple_Ujjain.jpg
H220,Kozhikode Central Stay - Kozhikode Beach,Kozhikode,Kerala,2400,budget,4.1,11.2693,75.7909,low,Kozhikode Beach,72,"wifi, ac, breakfast, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kozhikode_Beach_Coastline.jpg/1920px-Kozhikode_Beach_Coastline.jpg
H221,Kozhikode Heritage Inn - SM Street,Kozhikode,Kerala,4100,standard,4.3,11.2743,75.7859,moderate,SM Street,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/SK_Pottekkat_Bust.JPG/3840px-SK_Pottekkat_Bust.JPG
H222,Kozhikode Grand Hotel - Thusharagiri Falls,Kozhikode,Kerala,6600,premium,4.5,11.2513,75.7929,high,Thusharagiri Falls,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Thusharagiri_3.jpg/1920px-Thusharagiri_3.jpg
H223,Vadodara Central Stay,Vadodara,Gujarat,2200.0,budget,4.2,22.3082,73.1818,low,Vadodara Heritage Quarter,78,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/LakshmiVilas_Palace.jpg/330px-LakshmiVilas_Palace.jpg
H224,Vadodara Heritage Inn,Vadodara,Gujarat,4200.0,standard,4.4,22.3092,73.1828,moderate,Vadodara Central Market,84,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/LakshmiVilas_Palace.jpg/330px-LakshmiVilas_Palace.jpg
H225,Vadodara Grand Hotel,Vadodara,Gujarat,6900.0,premium,4.6,22.3102,73.1838,high,Vadodara City Lakefront,90,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/LakshmiVilas_Palace.jpg/330px-LakshmiVilas_Palace.jpg
