id,name,city,state,category,tags,rating,price_estimate,duration_hours,latitude,longitude,popularity_score,best_time,family_friendly,foreign_tourist_friendly,description,image_url
P147,Patwon Ki Haveli,Jaisalmer,Rajasthan,heritage,"haveli,architecture,history,photography",4.6,100,1.5,26.9307,70.9133,84,winter,true,true,"Popular heritage landmark in Jaisalmer with haveli, striking architecture, and rich history.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Karanji_lake_pic.jpg/960px-Karanji_lake_pic.jpg
P148,Gadisar Lake,Jaisalmer,Rajasthan,lake,"lake,boats,sunset,heritage",4.5,0,1.5,26.9077,70.9203,80,winter,true,true,"Popular lakeside attraction in Jaisalmer with lake views, boats, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Jaisalmer_Fort.jpg/1280px-Jaisalmer_Fort.jpg
P149,Sam Sand Dunes,Jaisalmer,Rajasthan,viewpoint,"desert,sunset,camel,scenic",4.7,0,3,26.9217,70.8993,92,winter,true,true,"Popular scenic viewpoint in Jaisalmer with desert, sunset views, and camel.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Palais-Mysore.jpg/500px-Palais-Mysore.jpg
P150,Bada Bagh,Jaisalmer,Rajasthan,heritage,"cenotaphs,heritage,sunset,photography",4.4,100,1.5,26.9037,70.9023,73,winter,true,true,"Popular heritage landmark in Jaisalmer with cenotaphs, heritage appeal, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Jaisalmer_Fort.jpg/1280px-Jaisalmer_Fort.jpg
P151,Shanti Stupa,Leh,Ladakh,viewpoint,"stupa,viewpoint,sunset,peaceful",4.7,0,1.5,34.1626,77.5870,89,summer,true,true,"Popular scenic viewpoint in Leh with stupa, panoramic views, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/4/4d/Leh_City_seen_from_Shanti_Stupa.JPG
P152,Leh Palace,Leh,Ladakh,palace,"palace,heritage,viewpoint,history",4.6,20,1.5,34.1676,77.5820,83,summer,true,true,"Popular royal palace in Leh with royal architecture, heritage appeal, and panoramic views.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Leh_Palace_2011.jpg/3840px-Leh_Palace_2011.jpg
P153,Magnetic Hill,Leh,Ladakh,viewpoint,"road-trip,viewpoint,scenic,quirky",4.3,0,1,34.1446,77.5890,70,summer,true,true,"Popular scenic viewpoint in Leh with road trip, panoramic views, and scenic.",https://upload.wikimedia.org/wikipedia/commons/4/4d/Leh_City_seen_from_Shanti_Stupa.JPG
P154,Thiksey Monastery,Leh,Ladakh,heritage,"monastery,heritage,spiritual,architecture",4.8,30,2,34.1586,77.5680,90,summer,true,true,"Popular heritage landmark in Leh with monastic calm, heritage appeal, and spiritual atmosphere.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Magnetic_Hill%2C_New_Brunswick.JPG/1920px-Magnetic_Hill%2C_New_Brunswick.JPG
P155,Hall of Fame Museum,Leh,Ladakh,museum,"museum,army,history,learning",4.6,125,1.5,34.1406,77.5710,78,summer,true,true,"Popular cultural museum in Leh with local history, army, and rich history.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Thikse_Monastery_.jpg/1280px-Thikse_Monastery_.jpg
P156,Marina Beach,Chennai,Tamil Nadu,beach,"beach,walks,sunrise,city",4.4,0,2,13.0927,80.2807,90,winter,true,true,"Popular beach escape in Chennai with beachfront scenery, walks, and sunrise views.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Hemis_Monastery_02.jpg/3840px-Hemis_Monastery_02.jpg
P157,Kapaleeshwarar Temple,Chennai,Tamil Nadu,temple,"temple,heritage,spiritual,architecture",4.7,0,1.5,13.0977,80.2757,88,winter,true,true,"Popular sacred temple in Chennai with spiritual atmosphere, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Spituk_Monastery-2008.jpg/960px-Spituk_Monastery-2008.jpg
P158,Fort St. George,Chennai,Tamil Nadu,heritage,"fort,history,museum,colonial",4.4,25,2,13.0747,80.2827,76,winter,true,true,"Popular heritage landmark in Chennai with fort architecture, rich history, and local history.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Chennai_Central.jpg/500px-Chennai_Central.jpg
P159,Government Museum Chennai,Chennai,Tamil Nadu,museum,"museum,art,history,culture",4.5,15,2,13.0887,80.2617,74,winter,true,true,"Popular cultural museum in Chennai with local history, ART, and rich history.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Chennai_Central.jpg/500px-Chennai_Central.jpg
P160,T Nagar Market,Chennai,Tamil Nadu,market,"market,shopping,textiles,jewelry",4.3,0,2.5,13.0707,80.2647,80,winter,true,true,"Popular local market in Chennai with local shopping, shopping, and textiles.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Chennai_Central.jpg/500px-Chennai_Central.jpg
P161,Lalbagh Botanical Garden,Bengaluru,Karnataka,nature,"garden,nature,walks,flowers",4.7,30,2,12.9816,77.6046,89,winter,true,true,"Popular nature retreat in Bengaluru with green spaces, natural beauty, and walks.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/The_Ridge_Shimla_5.jpg/1920px-The_Ridge_Shimla_5.jpg
P162,Bangalore Palace,Bengaluru,Karnataka,palace,"palace,heritage,architecture,royal",4.4,240,1.5,12.9866,77.5996,78,winter,true,true,"Popular royal palace in Bengaluru with royal architecture, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/f/ff/Mall_Road_Shimla_1.jpg
P163,Cubbon Park,Bengaluru,Karnataka,nature,"park,walks,greenery,relaxed",4.6,0,1.5,12.9636,77.6066,82,winter,true,true,"Popular nature retreat in Bengaluru with park, walks, and greenery.",https://upload.wikimedia.org/wikipedia/commons/5/5e/Christ_Church_in_Shimla%2C_India.jpg
P164,ISKCON Temple Bengaluru,Bengaluru,Karnataka,temple,"temple,spiritual,city,landmark",4.7,0,1.5,12.9776,77.5856,85,winter,true,true,"Popular sacred temple in Bengaluru with spiritual atmosphere, city, and landmark.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Jakhoo_temple.jpg/3840px-Jakhoo_temple.jpg
P165,Commercial Street,Bengaluru,Karnataka,market,"shopping,market,food,urban",4.4,0,2.5,12.9596,77.5886,79,winter,true,true,"Popular local market in Bengaluru with shopping, local shopping, and local food culture.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/View_from_Visvesvaraya_Industrial_and_Technological_Museum_%282025%29_02.jpg/3840px-View_from_Visvesvaraya_Industrial_and_Technological_Museum_%282025%29_02.jpg
P166,Alappuzha Beach,Alappuzha,Kerala,beach,"beach,sunset,coastal,family",4.4,0,2,9.5081,76.3488,81,winter,true,true,"Popular beach escape in Alappuzha with beachfront scenery, sunset views, and coastal charm.",https://upload.wikimedia.org/wikipedia/commons/a/ad/01_Indian_Institute_of_Advanced_Study_01.JPG
P167,Alleppey Backwaters,Alappuzha,Kerala,lake,"backwaters,boat-ride,scenic,relaxed",4.8,0,3,9.5131,76.3438,96,winter,true,true,"Popular lakeside attraction in Alappuzha with backwaters, boat ride, and scenic.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Alappuzha_Boat_Beauty_W.jpg/1920px-Alappuzha_Boat_Beauty_W.jpg
P168,Alappuzha Lighthouse,Alappuzha,Kerala,heritage,"lighthouse,heritage,viewpoint,coastal",4.4,20,1,9.4901,76.3508,73,winter,true,true,"Popular heritage landmark in Alappuzha with lighthouse, heritage appeal, and panoramic views.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Annadale_Shimla_beauty.jpg/960px-Annadale_Shimla_beauty.jpg
P169,Mullakkal Temple,Alappuzha,Kerala,temple,"temple,spiritual,local,culture",4.3,0,1,9.5041,76.3298,67,winter,true,true,"Popular sacred temple in Alappuzha with spiritual atmosphere, local, and cultural experiences.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Tara_Devi_temple_Shimla.jpg/3840px-Tara_Devi_temple_Shimla.jpg
P170,Boat Jetty Market,Alappuzha,Kerala,market,"market,local,waterfront,food",4.2,0,1.5,9.4861,76.3328,64,winter,true,true,"Popular local market in Alappuzha with local shopping, local, and waterfront.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Alappuzha_Boat_Beauty_W.jpg/1920px-Alappuzha_Boat_Beauty_W.jpg
P171,Sabarmati Ashram,Ahmedabad,Gujarat,heritage,"ashram,history,heritage,freedom",4.7,0,2,23.0325,72.5814,90,winter,true,true,"Popular heritage landmark in Ahmedabad with ashram, rich history, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Tiger_Hill_Darjeeling_West_Bengal_India_%283%29.JPG/1920px-Tiger_Hill_Darjeeling_West_Bengal_India_%283%29.JPG
P172,Adalaj Stepwell,Ahmedabad,Gujarat,heritage,"stepwell,architecture,heritage,photography",4.7,0,1.5,23.0375,72.5764,86,winter,true,true,"Popular heritage landmark in Ahmedabad with stepwell, striking architecture, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/1/11/Batasia_Loop_War_Memorial_with_Kanchanjunga.jpg
P173,Kankaria Lake,Ahmedabad,Gujarat,lake,"lake,family,evening,walks",4.5,25,2,23.0145,72.5834,80,winter,true,true,"Popular lakeside attraction in Ahmedabad with lake views, family outings, and evening.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Ministry_of_Railways_India.svg/1280px-Ministry_of_Railways_India.svg.png
P174,Sidi Saiyyed Mosque,Ahmedabad,Gujarat,heritage,"mosque,architecture,heritage,landmark",4.5,0,1,23.0285,72.5624,72,winter,true,true,"Popular heritage landmark in Ahmedabad with mosque, striking architecture, and heritage appeal.",https://upload.wikimedia.org/wikipedia/en/9/9a/Padmaja_Naidu_Himalayan_Zoological_Park_logo.png
P175,Law Garden Market,Ahmedabad,Gujarat,market,"market,shopping,street,crafts",4.3,0,2,23.0105,72.5654,74,winter,true,true,"Popular local market in Ahmedabad with local shopping, shopping, and street.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Sabarmati_riverside.jpg/3840px-Sabarmati_riverside.jpg
P176,Dwarkadhish Temple,Dwarka,Gujarat,temple,"temple,spiritual,pilgrimage,heritage",4.8,0,1.5,22.2542,68.9785,95,winter,true,true,"Popular sacred temple in Dwarka with spiritual atmosphere, pilgrimage value, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Peace_Pagoda%2C_Darjeeling_-_Dec_2006-2.jpg/500px-Peace_Pagoda%2C_Darjeeling_-_Dec_2006-2.jpg
P177,Gomti Ghat,Dwarka,Gujarat,heritage,"ghat,spiritual,walks,heritage",4.5,0,1,22.2592,68.9735,76,winter,true,true,"Popular heritage landmark in Dwarka with ghat atmosphere, spiritual atmosphere, and walks.",https://upload.wikimedia.org/wikipedia/commons/a/aa/Happy_Valley_Tea_Estate%2C_Darjeeling.jpg
P178,Rukmini Temple,Dwarka,Gujarat,temple,"temple,heritage,spiritual,architecture",4.4,0,1,22.2362,68.9805,72,winter,true,true,"Popular sacred temple in Dwarka with spiritual atmosphere, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Dwarakadheesh_Temple%2C_2014.jpg/960px-Dwarakadheesh_Temple%2C_2014.jpg
P179,Dwarka Beach,Dwarka,Gujarat,beach,"beach,coastal,sunset,relaxed",4.3,0,1.5,22.2502,68.9595,68,winter,true,true,"Popular beach escape in Dwarka with beachfront scenery, coastal charm, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Darjeeling_Rock_Garden.jpg/330px-Darjeeling_Rock_Garden.jpg
P180,Sudama Setu,Dwarka,Gujarat,viewpoint,"bridge,viewpoint,river,walks",4.3,10,1,22.2322,68.9625,66,winter,true,true,"Popular scenic viewpoint in Dwarka with bridge, panoramic views, and riverfront atmosphere.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Darjeeling_Kangchenjunga.jpg/1920px-Darjeeling_Kangchenjunga.jpg
P181,Somnath Temple,Somnath,Gujarat,temple,"temple,spiritual,iconic,pilgrimage",4.8,0,1.5,20.8980,70.4112,97,winter,true,true,"Popular sacred temple in Somnath with spiritual atmosphere, iconic city identity, and pilgrimage value.",https://upload.wikimedia.org/wikipedia/commons/7/71/Charminar_Hyderabad_1.jpg
P182,Triveni Sangam,Somnath,Gujarat,heritage,"confluence,spiritual,heritage,rituals",4.4,0,1,20.9030,70.4062,70,winter,true,true,"Popular heritage landmark in Somnath with confluence, spiritual atmosphere, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/5/56/Golconda_Fort_005.jpg
P183,Bhalka Tirth,Somnath,Gujarat,temple,"temple,spiritual,heritage,quiet",4.4,0,1,20.8800,70.4132,68,winter,true,true,"Popular sacred temple in Somnath with spiritual atmosphere, heritage appeal, and quiet.",https://upload.wikimedia.org/wikipedia/commons/d/d1/Ramoji_Film_City.jpg
P184,Somnath Beach,Somnath,Gujarat,beach,"beach,coastal,sunset,relaxed",4.3,0,1.5,20.8940,70.3922,72,winter,true,true,"Popular beach escape in Somnath with beachfront scenery, coastal charm, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/a/ac/Salar_Jung_Museum%2C_Hyderabad%2C_India.jpg
P185,Prabhas Patan Museum,Somnath,Gujarat,museum,"museum,history,temple-artifacts,culture",4.2,20,1.5,20.8760,70.3952,61,winter,true,true,"Popular cultural museum in Somnath with local history, rich history, and temple artifacts.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HussainSagar_Moon_Rise.jpg/3840px-HussainSagar_Moon_Rise.jpg
P186,Meenakshi Amman Temple,Madurai,Tamil Nadu,temple,"temple,heritage,iconic,spiritual",4.8,0,2.5,9.9352,78.1298,97,winter,true,true,"Popular sacred temple in Madurai with spiritual atmosphere, heritage appeal, and iconic city identity.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Birla_Mandir%2C_Hyderabad.png/1280px-Birla_Mandir%2C_Hyderabad.png
P187,Thirumalai Nayakkar Palace,Madurai,Tamil Nadu,palace,"palace,heritage,architecture,history",4.6,50,1.5,9.9402,78.1248,82,winter,true,true,"Popular royal palace in Madurai with royal architecture, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/c/ce/Chowmahalla_Palace_01.jpg
P188,Gandhi Memorial Museum,Madurai,Tamil Nadu,museum,"museum,history,learning,culture",4.4,0,1.5,9.9172,78.1318,70,winter,true,true,"Popular cultural museum in Madurai with local history, rich history, and learning.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Meenakshi_Amman_West_Tower.jpg/3840px-Meenakshi_Amman_West_Tower.jpg
P189,Pudhu Mandapam Market,Madurai,Tamil Nadu,market,"market,textiles,shopping,heritage",4.3,0,1.5,9.9312,78.1108,68,winter,true,true,"Popular local market in Madurai with local shopping, textiles, and shopping.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Qutb_Shahi_Tomb_5.jpg/3840px-Qutb_Shahi_Tomb_5.jpg
P190,Vandiyur Mariamman Teppakulam,Madurai,Tamil Nadu,lake,"lake,temple,walks,photography",4.3,0,1.5,9.9132,78.1138,66,winter,true,true,"Popular lakeside attraction in Madurai with lake views, spiritual atmosphere, and walks.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Laad_Bazaar.jpg/960px-Laad_Bazaar.jpg
P191,Ooty Lake,Ooty,Tamil Nadu,lake,"lake,boating,family,scenic",4.5,20,2,11.4164,76.7032,88,summer,true,true,"Popular lakeside attraction in Ooty with lake views, boating experiences, and family outings.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Lingaraj_Temple_%2C_Bhubaneswar.jpg/1920px-Lingaraj_Temple_%2C_Bhubaneswar.jpg
P192,Botanical Garden Ooty,Ooty,Tamil Nadu,nature,"garden,flowers,family,walks",4.5,50,1.5,11.4214,76.6982,80,summer,true,true,"Popular nature retreat in Ooty with green spaces, flowers, and family outings.",https://upload.wikimedia.org/wikipedia/commons/d/db/Ooty_lake.jpg
P193,Doddabetta Peak,Ooty,Tamil Nadu,viewpoint,"viewpoint,hills,scenic,photography",4.6,10,1.5,11.3984,76.7052,84,summer,true,true,"Popular scenic viewpoint in Ooty with panoramic views, hill scenery, and scenic.",https://upload.wikimedia.org/wikipedia/commons/9/9b/Rajarani_Temple_2.jpg
P194,Rose Garden,Ooty,Tamil Nadu,nature,"garden,flowers,photography,relaxed",4.4,40,1.5,11.4124,76.6842,74,summer,true,true,"Popular nature retreat in Ooty with green spaces, flowers, and photo spots.",https://upload.wikimedia.org/wikipedia/commons/7/72/Khandagari_and_Udaygiri_featured_image.jpg
P195,Charing Cross Market,Ooty,Tamil Nadu,market,"market,shopping,food,central",4.2,0,1.5,11.3944,76.6872,65,summer,true,true,"Popular local market in Ooty with local shopping, shopping, and local food culture.",https://upload.wikimedia.org/wikipedia/commons/0/02/Nandankanan%2C_Bhubaneswar%2C_Odisha.jpg
P196,Kodaikanal Lake,Kodaikanal,Tamil Nadu,lake,"lake,boating,cycling,scenic",4.6,0,2,10.2481,77.4992,90,summer,true,true,"Popular lakeside attraction in Kodaikanal with lake views, boating experiences, and cycling.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Bhubaneswar_State_Museum.jpg/1920px-Bhubaneswar_State_Museum.jpg
P197,Coakers Walk,Kodaikanal,Tamil Nadu,viewpoint,"viewpoint,walks,mist,scenic",4.5,30,1.5,10.2531,77.4942,82,summer,true,true,"Popular scenic viewpoint in Kodaikanal with panoramic views, walks, and mist.",https://upload.wikimedia.org/wikipedia/commons/d/da/Boating_in_Kodaikanal_Lake_with_Mist.jpg
P198,Bryant Park,Kodaikanal,Tamil Nadu,nature,"garden,flowers,relaxed,family",4.4,50,1,10.2301,77.5012,72,summer,true,true,"Popular nature retreat in Kodaikanal with green spaces, flowers, and relaxed.",https://upload.wikimedia.org/wikipedia/commons/d/da/Boating_in_Kodaikanal_Lake_with_Mist.jpg
P199,Pillar Rocks,Kodaikanal,Tamil Nadu,viewpoint,"viewpoint,cliffs,photography,scenic",4.5,0,1.5,10.2441,77.4802,78,summer,true,true,"Popular scenic viewpoint in Kodaikanal with panoramic views, dramatic cliffs, and photo spots.",https://upload.wikimedia.org/wikipedia/commons/d/da/Boating_in_Kodaikanal_Lake_with_Mist.jpg
P200,Kurinji Andavar Temple,Kodaikanal,Tamil Nadu,temple,"temple,viewpoint,spiritual,quiet",4.3,0,1,10.2261,77.4832,64,summer,true,true,"Popular sacred temple in Kodaikanal with spiritual atmosphere, panoramic views, and quiet.",https://upload.wikimedia.org/wikipedia/commons/d/da/Boating_in_Kodaikanal_Lake_with_Mist.jpg
P201,Charminar,Hyderabad,Telangana,heritage,"monument,heritage,iconic,old-city",4.6,25,1.5,17.3950,78.4967,95,winter,true,true,"Popular heritage landmark in Hyderabad with monumental design, heritage appeal, and iconic city identity.",https://upload.wikimedia.org/wikipedia/commons/7/71/Charminar_Hyderabad_1.jpg
P202,Golconda Fort,Hyderabad,Telangana,fort,"fort,history,viewpoint,architecture",4.7,25,2.5,17.4000,78.4917,90,winter,true,true,"Popular historic fort in Hyderabad with fort architecture, rich history, and panoramic views.",https://upload.wikimedia.org/wikipedia/commons/5/56/Golconda_Fort_005.jpg
P203,Hussain Sagar,Hyderabad,Telangana,lake,"lake,boating,evening,cityscape",4.4,0,2,17.3770,78.4987,78,winter,true,true,"Popular lakeside attraction in Hyderabad with lake views, boating experiences, and evening.",https://upload.wikimedia.org/wikipedia/commons/d/d1/Ramoji_Film_City.jpg
P204,Salar Jung Museum,Hyderabad,Telangana,museum,"museum,art,history,culture",4.5,20,2,17.3910,78.4777,80,winter,true,true,"Popular cultural museum in Hyderabad with local history, ART, and rich history.",https://upload.wikimedia.org/wikipedia/commons/a/ac/Salar_Jung_Museum%2C_Hyderabad%2C_India.jpg
P205,Laad Bazaar,Hyderabad,Telangana,market,"market,shopping,bangles,old-city",4.4,0,2,17.3730,78.4807,79,winter,true,true,"Popular local market in Hyderabad with local shopping, shopping, and bangles.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HussainSagar_Moon_Rise.jpg/3840px-HussainSagar_Moon_Rise.jpg
P206,Ajanta Caves,Aurangabad,Maharashtra,heritage,"caves,unesco,history,art",4.8,40,4,19.8862,75.3533,96,winter,true,true,"Popular heritage landmark in Aurangabad with cave exploration, UNESCO heritage value, and rich history.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Birla_Mandir%2C_Hyderabad.png/1280px-Birla_Mandir%2C_Hyderabad.png
P207,Ellora Caves,Aurangabad,Maharashtra,heritage,"caves,unesco,architecture,history",4.8,40,4,19.8912,75.3483,97,winter,true,true,"Popular heritage landmark in Aurangabad with cave exploration, UNESCO heritage value, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/c/ce/Chowmahalla_Palace_01.jpg
P208,Bibi Ka Maqbara,Aurangabad,Maharashtra,heritage,"monument,heritage,photography,history",4.5,25,1.5,19.8682,75.3553,82,winter,true,true,"Popular heritage landmark in Aurangabad with monumental design, heritage appeal, and photo spots.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Bibi_Ka_Maqbara_-_The_Taj_Of_Deccan.jpg/3840px-Bibi_Ka_Maqbara_-_The_Taj_Of_Deccan.jpg
P209,Daulatabad Fort,Aurangabad,Maharashtra,fort,"fort,history,climb,viewpoint",4.5,25,2.5,19.8822,75.3343,79,winter,true,true,"Popular historic fort in Aurangabad with fort architecture, rich history, and climb.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Qutb_Shahi_Tomb_5.jpg/3840px-Qutb_Shahi_Tomb_5.jpg
P210,Panchakki,Aurangabad,Maharashtra,heritage,"heritage,watermill,old-city,history",4.2,20,1,19.8642,75.3373,62,winter,true,true,"Popular heritage landmark in Aurangabad with heritage appeal, watermill, and old-city charm.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Laad_Bazaar.jpg/960px-Laad_Bazaar.jpg
P211,Trimbakeshwar Temple,Nashik,Maharashtra,temple,"temple,spiritual,pilgrimage,heritage",4.7,0,1.5,20.0075,73.7998,89,winter,true,true,"Popular sacred temple in Nashik with spiritual atmosphere, pilgrimage value, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Lingaraj_Temple_%2C_Bhubaneswar.jpg/1920px-Lingaraj_Temple_%2C_Bhubaneswar.jpg
P212,Sula Vineyards,Nashik,Maharashtra,nature,"vineyard,scenic,leisure,food",4.5,600,2.5,20.0125,73.7948,81,winter,true,true,"Popular nature retreat in Nashik with vineyard, scenic, and leisure.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/NashikViewfromPandavLeni.jpg/960px-NashikViewfromPandavLeni.jpg
P213,Panchavati,Nashik,Maharashtra,heritage,"heritage,ghat,temple,spiritual",4.4,0,1.5,19.9895,73.8018,72,winter,true,true,"Popular heritage landmark in Nashik with heritage appeal, ghat atmosphere, and spiritual atmosphere.",https://upload.wikimedia.org/wikipedia/commons/9/9b/Rajarani_Temple_2.jpg
P214,Ramkund,Nashik,Maharashtra,heritage,"ghat,spiritual,heritage,rituals",4.4,0,1,20.0035,73.7808,70,winter,true,true,"Popular heritage landmark in Nashik with ghat atmosphere, spiritual atmosphere, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/7/72/Khandagari_and_Udaygiri_featured_image.jpg
P215,Pandavleni Caves,Nashik,Maharashtra,heritage,"caves,history,trek,viewpoint",4.5,20,2,19.9855,73.7838,74,winter,true,true,"Popular heritage landmark in Nashik with cave exploration, rich history, and trek.",https://upload.wikimedia.org/wikipedia/commons/0/02/Nandankanan%2C_Bhubaneswar%2C_Odisha.jpg
P216,Upper Lake,Bhopal,Madhya Pradesh,lake,"lake,boating,sunset,cityscape",4.6,0,2,23.2699,77.4226,86,winter,true,true,"Popular lakeside attraction in Bhopal with lake views, boating experiences, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Bhubaneswar_State_Museum.jpg/1920px-Bhubaneswar_State_Museum.jpg
P217,Van Vihar,Bhopal,Madhya Pradesh,nature,"nature,zoo,walks,family",4.4,30,2,23.2749,77.4176,75,winter,true,true,"Popular nature retreat in Bhopal with natural beauty, ZOO, and walks.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Deewali_New_market.jpg/3840px-Deewali_New_market.jpg
P218,Taj-ul-Masajid,Bhopal,Madhya Pradesh,heritage,"mosque,heritage,architecture,landmark",4.6,0,1.5,23.2519,77.4246,80,winter,true,true,"Popular heritage landmark in Bhopal with mosque, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Deewali_New_market.jpg/3840px-Deewali_New_market.jpg
P219,State Museum Bhopal,Bhopal,Madhya Pradesh,museum,"museum,history,culture,art",4.3,20,1.5,23.2659,77.4036,66,winter,true,true,"Popular cultural museum in Bhopal with local history, rich history, and cultural experiences.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Deewali_New_market.jpg/3840px-Deewali_New_market.jpg
P220,Bharat Bhavan,Bhopal,Madhya Pradesh,museum,"art,culture,museum,performing-arts",4.4,0,1.5,23.2479,77.4066,68,winter,true,true,"Popular cultural museum in Bhopal with ART, cultural experiences, and local history.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Deewali_New_market.jpg/3840px-Deewali_New_market.jpg
P221,Western Group of Temples,Khajuraho,Madhya Pradesh,heritage,"unesco,temples,architecture,iconic",4.8,40,3,24.8418,79.9299,96,winter,true,true,"Popular heritage landmark in Khajuraho with UNESCO heritage value, temple heritage, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/1_Khajuraho.jpg/1920px-1_Khajuraho.jpg
P222,Eastern Group of Temples,Khajuraho,Madhya Pradesh,heritage,"temples,heritage,history,quiet",4.5,40,2,24.8468,79.9249,76,winter,true,true,"Popular heritage landmark in Khajuraho with temple heritage, heritage appeal, and rich history.",https://upload.wikimedia.org/wikipedia/commons/6/6a/Umiam_Lake_-_by_Vikramjit_Kakati.png
P223,Southern Group of Temples,Khajuraho,Madhya Pradesh,heritage,"temples,heritage,history,walks",4.3,40,1.5,24.8238,79.9319,66,winter,true,true,"Popular heritage landmark in Khajuraho with temple heritage, heritage appeal, and rich history.",https://upload.wikimedia.org/wikipedia/commons/3/36/Elephant_Falls_Meghalaya.jpg
P224,Raneh Falls,Khajuraho,Madhya Pradesh,nature,"waterfall,canyon,nature,day-trip",4.5,100,2.5,24.8378,79.9109,74,winter,true,true,"Popular nature retreat in Khajuraho with waterfall views, canyon, and natural beauty.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Ward%27s_Lake%2C_Shillong.jpg/3840px-Ward%27s_Lake%2C_Shillong.jpg
P225,Khajuraho Archaeological Museum,Khajuraho,Madhya Pradesh,museum,"museum,history,artifacts,culture",4.2,20,1.5,24.8198,79.9139,60,winter,true,true,"Popular cultural museum in Khajuraho with local history, rich history, and artifacts.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/1_Khajuraho.jpg/1920px-1_Khajuraho.jpg
P226,Gwalior Fort,Gwalior,Madhya Pradesh,fort,"fort,heritage,viewpoint,history",4.8,75,3,26.2283,78.1928,95,winter,true,true,"Popular historic fort in Gwalior with fort architecture, heritage appeal, and panoramic views.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Gwalior_Fort_front.jpg/3840px-Gwalior_Fort_front.jpg
